,cd_indicador,nm_indicador,dc_formula_indicador,dc_conceito_indicador,dc_interpretacao_indicador,dc_nota_tecnica,in_visibilidade,cd_tipo_situacao,dt_atualizacao,cd_operador,cd_tipo_unidade_medida,cd_fonte,nm_completo_indicador,dc_periodicidade_indicador,dc_unidade_territorial,dc_serie_historica,dc_tag_indicador,dc_observacao_indicador,tx_fonte_indicador,in_consideracao_regiao
146,304.0,Responsáveis por domicílios com rendimento de mais de 1/2 até 1 Salário Mínimo (%),"[{""caractere"":""V0310"",""tipo"":""variavel""}]",Representa a porcentagem de pessoas que são responsáveis por domicílios particulares permanentes e que tinham rendimento de mais de 1/2 a 1 salário mínimo. Quanto maior for este indicador mais pessoas responsáveis por domicílios recebiam entre 1/2 e 1 salário de acordo com o Censo Demográfico IBGE.,,,False,1,2019-08-06 11:16:01.680365,184147,2,,Percentual de pessoas que são responsáveis por domicílios particulares permanentes e que tinham rendimento de mais de 1/2 a 1 salário mínimo de acordo com o Censo Demográfico IBGE.,Decenal,Município; Distrito,2000 e 2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
147,303.0,Responsáveis por domicílios com rendimento de até 1/2 Salário Mínimo (%),"[{""caractere"":""V0309"",""tipo"":""variavel""}]",Representa a porcentagem de pessoas que são responsáveis por domicílios particulares permanentes e que tinham rendimento de até 1/2 salário mínimo. Quanto maior for este indicador mais pessoas responsáveis por domicílios recebiam até 1/2 salário mínimo de acordo com o Censo Demográfico IBGE.,,,False,1,2019-08-06 11:19:09.068109,184147,2,,Percentual de pessoas que são responsáveis por domicílios particulares permanentes e que tinham rendimento de até 1/2 salário mínimo no de acordo com o Censo Demográfico IBGE.,Decenal,Município; Distrito,2000 e 2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
148,131.0,[ODS.04.01] Taxa de Universalização do Ensino Médio (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0128"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0127"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-11-25 10:39:57.742188,184147,2,,"Expressa o percentual de alunos que estudam no Ensino Médio da rede pública municipal, estadual, federal e rede privada no município de São Paulo.",Anual,Município; Distrito; Subprefeitura,Início: 2016 - atualmente,,Lei nº 14.173/06,"Censo do Ministério da Educação (MEC), Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal da Educação (SME) ",False
149,47.0,[ODS.04.02] Taxa de Universalização da Educação Infantil (somente pré-escola) (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0031"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0032"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-11-25 10:41:22.297201,184147,2,,"Expressa o percentual de alunos que estudam nas pré-escola da rede pública municipal, estadual, federal e rede privada no município de São Paulo.",Anual,Município; Distrito; Subprefeitura,Início: 2011 - atualmente,,100% ou mais pode indicar que a cidade atrai população de outros municípios da RMSP para estudar.,"Fundação Sistema Estadual de Análise de Dados (SEADE)
Censo Ministério da Educação (MEC); Secretaria Municipal de Educação (SME)",False
150,306.0,Responsáveis por domicílios com rendimento de mais de 2 até 3 Salários Mínimos (%),"[{""caractere"":""V0312"",""tipo"":""variavel""}]",Representa a porcentagem de pessoas que são responsáveis por domicílios particulares permanentes e que tinham rendimento de mais de 2 a 3 salários mínimos. Quanto maior for este indicador mais pessoas responsáveis por domicílios recebiam entre 2 e 3 salários de acordo com o Censo Demográfico IBGE.,,,False,1,2019-08-12 15:11:50.081252,184147,2,,Percentual de pessoas que são responsáveis por domicílios particulares permanentes e que tinham rendimento de mais de 2 a 3 salários mínimos de acordo com o Censo Demográfico IBGE.,Decenal,Município; Distrito,2000 e 2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
151,262.0,Taxa de mortalidade de idosos vítimas de agressão (por 100 mil na mesma faixa etária),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0246"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0079"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100000"",""tipo"":""constante""}]","Quantidade de falecimentos de pessoas com idade igual ou superior a 60 anos, em decorrência de agressão, por 100.000 habitantes . O objetivo é a diminuição deste número.",,"Para o cálculo do número de vítimas de agressão por contingente populacional, adotou-se a Classificação Estatística Internacional de Doenças e Problemas Relacionados à Saúde – Décima Revisão (CID-10). Considera-se apenas os códigos X85 a Y09.

Se existir diferenças entre o total do indicador da cidade e soma dos georreferenciados, a disparidade é devida a endereços não identificados.",False,1,2019-08-05 15:22:02.796025,184144,2,,"Índice de óbitos na população paulistana com 60 anos ou mais vítimas de agressão, a cada 100.000 habitantes, desta faixa etária.",Anual,Município,Início: 2000 - atualmente,,,Fundação Sistema Estadual de Análise de Dados (SEADE); Sistema de Informação Sobre Mortalidade (SIM)/Ministério da Saúde (MS),True
152,51.0,Ações de matriciamento realizadas por CAPS com equipes de atenção básica  (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0037"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0038"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",Um valor elevado deste percentual indica maior número de CAPS que desenvolveram ao menos 12 ações de matriciamento da Atenção Básica ao ano em relação ao total de CAPS habilitados pelo Ministério da Saúde.,,"A integração da Atenção Básica no cuidado em saúde mental constitui uma diretriz internacional para reorganização dos sistemas de saúde, além de constituir uma tarefa imprescindível para alcance de um dos 17 Objetivos de Desenvolvimento Sustentável (“Para 2030, reduzir em um terço a mortalidade prematura por enfermidades não transmissíveis mediante a prevenção, tratamento e promoção da saúde mental e bem estar”).A Atenção Básica em Saúde constitui um dos principais componentes da Rede de Atenção Psicossocial (RAPS) e tem a responsabilidade de desenvolver ações de promoção, prevenção e cuidado dos transtornos mentais, ações de redução de danos e cuidado para pessoas com necessidades decorrentes do uso de crack, álcool e outras drogas, de forma compartilhada, sempre que necessário, com os demais pontos da rede",False,1,2019-08-07 17:13:02.097914,184147,2,,Expressa o Número total de Centros de Atenção Psicossocial (CAPS) que desenvolveram ao menos 12 ações de matriciamento da Atenção Básica ao ano em relação ao total de CAPS habilitados pelo Ministério da Saúde.,Anual,Município,Início: 2013 - atualmente,,"Lei Municipal nº 14.173/06
",Cadastro Nacional de Estabelecimentos de Saúde (CNES); Secretaria Municipal da Saúde (SMS),True
153,54.0,Cobertura vacinal com a vacina pentavalente em crianças menores de 01 ano,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0040"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0041"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Estima o nível de proteção da população infantil contra as doenças - (Tetravalente: Difteria, tétano, coqueluche, meningite e outras infecções causadas pelo Haemophilus influenzae tipo b) e (Pentavalente: difteria, tétano, pertussis e Haemophilus influenzae tipo b e hepatite B) - evitáveis por imunização, mediante o cumprimento do esquema básico de vacinação que são 3 doses aplicadas no segundo, quarto e sexto mês de idade.",,"Doenças  evitadas com  a vacina tetravalente (DTP + HIB):  Difteria, tétano, coqueluche, meningite e outras infecções causadas pelo Haemophilus influenzae tipo b. E evitadas com a vacina pentavalente: difteria, tétano, pertussis e Haemophilus influenzae tipo b e hepatite B. O esquema de vacinação atual é feito aos 2, 4 e 6 meses de idade com a vacina Tetravalente e dois reforços com a Tríplice Bacteriana (DTP) e a partir de 2014 com a vacina Pentavalente. O primeiro reforço aos 15 meses e o segundo entre 4 e 6 anos. A partir de 2016 será enviado os dados somente para o município",False,1,2019-08-08 09:57:41.600339,184147,2,,"Percentual de crianças menores de 01 ano imunizadas com a vacina tetravalente (DTP + HIB) em determinado espaço geográfico, no ano considerado. A partir de 2014 a vacinação básica completa é denominada pentavalente (pentavalente inativada, hexavalente e DTP acelular).",Anual,Município,Início: 20011 - atualmente,,Lei Municipal 14.173/06,"Sistema de Avaliação do Programa de Imunização (API); Sistema de Informação do Programa Imunizações (SI-PNI); Secretaria Municipal da Saúde (SMS)
",True
154,66.0,Proporção de exame anti-HIV realizados entre casos novos de tuberculose (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0056"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0053"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2019-11-28 10:57:49.597904,184147,2,,"Expressa o percentual de casos novos de tuberculose com exame anti-HIV realizado pelo Sistema Único de Saúde (SUS) para cada 100 habitantes, em determinado espaço geográfico, no ano considerado.",Anual,Município; Subprefeitura,Início: 2010 - atualmente,, Indicador do Programa de Metas 2013 - 2016,Cadastro Nacional de Estabelecimentos de Saúde (CNES); Secretaria Municipal da Saúde (SMS); TBWeb,True
155,336.0,Número de acidentes de bicicleta,"[{""caractere"":""V0345"",""tipo"":""variavel""}]",Expressa a quantidade de acidentes envolvendo bicicleta em determinada região,,,False,1,2019-10-04 16:36:14.500683,184147,2,,Número de acidentes de bicicleta - com vítimas ou atropelamento,Anual,Distrito; Subprefeitura; Município,Início: 2013 - atualmente,,,Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e transportes (SMT),True
156,86.0,Razão de exames citopatológicos do colo do útero - Papanicolau em mulheres de 25 a 64 anos e a população da mesma faixa etária,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0083"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0084"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2019-10-30 15:59:37.388027,184146,2,,"Número de exames citopatológicos do colo do útero, realizados através do Sistema Único de Saúde, em mulheres de 25 a 64 anos em relação à população feminina na mesma faixa etária. O local é definido pela subprefeitura de coleta do exame.",Anual,"Subprefeitura, Município",Início: 2009 - atualmente,,"PPA 2018-2021
Indicador do Programa de Metas 2013 - 2016",Sistema de Informações Ambulatoriais (SIA/SUS); Sistema de Informação do Câncer do Colo do Útero (SISCOLO); Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal da Saúde (SMS),True
157,274.0,[ODS.16.07] Número de participantes nas conferências organizadas pela Secretaria Municipal de Direitos Humanos,"[{""caractere"":""V0272"",""tipo"":""variavel""}]",,,,False,1,2019-11-01 17:08:36.709714,184144,1,,Quantidade de participantes nas conferências municipais organizadas pela Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC) de São Paulo.,anual,Município,Início: 2013 - Atualmente,,PPA 2018-2021,Secretaria Municipal de Direitos Humanos (SMDHC),True
158,334.0,"[ODS.02.02] Proporção de nascidos vivos com peso ao nascer inferior a 2.500 gramas, de mães residentes (%)","[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0343"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0067"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:31:55.017046,184147,2,,"Percentual de nascidos vivos com peso ao nascer inferior a 2.500 gramas, de mães residentes, em determinado espaço geográfico, no ano considerado.",Anual,Subprefeitura; Município,Início: 2009 - atualmente,,,Secretaria Municipal da Saúde (SMS),True
159,196.0,Quantidade de empréstimos de livros e outros itens realizados pelas bibliotecas municipais e pontos de leitura,"[{""caractere"":""V0209"",""tipo"":""variavel""}]","Quanto maior a quantidade de empréstimos realizados pelos serviços municipais de leitura maiores tendem a ser a quantidade de beneficiados, o aproveitamento dos acervos, e o desenvolvimento do hábito de leitura pelos habitantes em determinado território.",,"Para a composição do indicador os dados são obtidos nas seguintes fontes primárias: a) para as bibliotecas - Catálogo on-line do Sistema Municipal de Bibliotecas, por meio de relatório que quantifica os exemplares de livros “sem data de baixa”; b) para os Pontos de Leitura - Relatório de Monitoramento das Ações – REMA, elaborado pela Secretaria Municipal de Cultura / Coordenação do Sistema Municipal de Bibliotecas / Supervisão de Planejamento. 
Um empréstimo pode ser conceituado como cada uma das ocasiões nas quais qualquer documento que compõe os acervos circulantes das bibliotecas e Pontos de Leitura (do município de São Paulo) é voluntariamente retirado dos serviços para uso pelos usuários, que ficam responsáveis por sua guarda, cuidado e devolução em prazo previamente definido  - para finalidade estatística, a orientação é que o empréstimo seja contabilizado em cada uma das vezes nas quais ocorre um novo empréstimo ou uma renovação (concessão de novo prazo para devolução) de item já sob a responsabilidade do usuário. 
No caso das bibliotecas, os dados não incluem os empréstimos de itens que não constam ou não são lançados na fonte primária consultada (Catálogo on-line).
O período de referência adotado é entre 1º de janeiro e 31 de dezembro de cada ano.  
Os Bosques Municipais de Leitura não possuem acervos circulantes e, portanto, não realizam empréstimos.  
No caso da Biblioteca Pedagógica Professora Alaíde Bueno Rodrigues, que não atende ao público em geral, os números são considerados somente para o conjunto do município, não sendo disponibilizados por Subprefeituras.",False,1,2019-08-12 16:32:55.487962,184147,1,,Quantifica os empréstimos de itens dos acervos circulantes realizados pelos serviços municipais de leitura nas áreas territoriais nas quais estejam localizados os serviços.,anual,"subprefeitura, município",Início: 2016 - atualmente,,,Secretaria Municipal de Cultura (SMC) - Coordenação do Sistema Municipal de Bibliotecas (CSMB) - Supervisão de Planejamento. ,True
